Job Title,Company Name,Location,Job Link,Experience Required
Data Analyst,Cohere Health,United States,https://www.linkedin.com/jobs/view/data-analyst-at-cohere-health-4007926367?position=25&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=VBqQ5yJKGVXrO9Z2Kn6qEg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Overview

Cohere Health is a fast-growing clinical intelligence company that’s improving lives at scale by promoting the best patient-specific care options, using leading edge AI combined with deep clinical expertise. In only four years our solutions have been adopted by health insurance plans covering over 15 million people, while our revenues and company size have quadrupled. That growth combined with capital raises totaling $106M positions us extremely well for continued success. Our awards include: 2023 and 2024 BuiltIn Best Place to Work, Top 5 LinkedIn™ Startup, TripleTree iAward, multiple KLAS Research Points of Light, along with recognition on Fierce Healthcare's Fierce 15 and CB Insights' Digital Health 150 lists.



We are looking for a Data Analyst to come join our awesome team. As the Data Analyst, your responsibility will be to make sure data in our platform is validated, cleaned and ready for any reporting and analytics work. You will work closely with the analytics, clinical content, product and engineering to understand the data needs, validate ETL summary reports, monitor jobs and troubleshooting on issues. The work will be fast-paced and project-based, with evolving needs - requiring scrappiness, flexibility, curiosity, and grace under pressure.

At a growing organization, this is a position that offers the ability to make a substantive mark on the company and its partners with exponential growth opportunities. You will be part of the data management team and build one Cohere data platform to support our downstream teams to optimize patient care paths.













Cohere Health is an Equal Opportunity Employer. We are committed to fostering an environment of mutual respect where equal employment opportunities are available to all. To us, it’s personal.

The salary range for this position is $75,000 to $95,000 annually; as part of a total benefits package which includes health insurance, 401k and bonus. In accordance with state applicable laws, Cohere is required to provide a reasonable estimate of the compensation range for this role. Individual pay decisions are ultimately based on a number of factors, including but not limited to qualifications for the role, experience level, skillset, and internal alignment.

#BI-Remote

"
"Data Analyst - Oklahoma City,OK",Laksan Technologies,"Oklahoma City, OK",https://www.linkedin.com/jobs/view/data-analyst-oklahoma-city-ok-at-laksan-technologies-4007573547?position=26&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=nVSHkx2tAaibddRFuGmInA%3D%3D&trk=public_jobs_jserp-result_search-card,"Summary

As a Data Consultant, you will be driving strategy, business planning, advanced analytics, and liaison with business leads and cross functional teams to drive strategic growth initiatives, improve business performance and

tracking market trends.







"
Mergers and Acquisitions Analyst,Daniels Health,"Chicago, IL",https://www.linkedin.com/jobs/view/mergers-and-acquisitions-analyst-at-daniels-health-4007949326?position=27&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=bTO4sYrva%2FJzwMn53MmjzA%3D%3D&trk=public_jobs_jserp-result_search-card,"We have a simple mission - save lives through making healthcare safer. By joining Daniels, a global and family-owned company, you will be surrounded by colleagues who are dedicated to each other and empowered to deliver the future success of the company. Daniels is a large international business with operations across South Africa, UK, Canada, USA and Australia. Operational activities include transport, manufacturing of products, distribution and treatment of healthcare waste. Daniels is a highly recognized brand in the healthcare space.








"
Business Insights Analyst (Remote),The Krazy Coupon Lady,"Virginia, United States",https://www.linkedin.com/jobs/view/business-insights-analyst-remote-at-the-krazy-coupon-lady-4007888327?position=28&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=8FZDkksfIGwvmkdOek16ag%3D%3D&trk=public_jobs_jserp-result_search-card,"The Krazy Coupon Lady (KCL) is a female-founder-owned publisher on a mission to be a shopping non-negotiable, unapologetically helping our readers maximize their money, and seize the deal. Our team of shopping experts curates and hand-tests nearly a thousand deals per week, so there is always something new to discover each time you visit our website, app, and your inbox.

All team-wide meetings are scheduled to be inclusive of U.S. time zones.

KCL is building an industry-leading data ecosystem that drives insight generation and operational efficiencies. We are looking for a hands-on, motivated analyst to join our team. You’ll play a key role in enabling data-driven decision-making across the organization by providing insights, dashboards and regular performance updates.

As a Business Insights Analyst, you will work closely with stakeholders across KCL to turn our data into actionable insights. Leveraging tools and skills like SQL, Looker, and Google Sheets, you will transform complex data into concise and clear takeaways. Strong storytelling and communication skills are a must. Our ideal candidate must have a passion for supporting teams, solving business problems using data, and making complex, technical ideas accessible.

With several daily reports due before noon Mountain Time each day, an early start, no later than 7am MT is required for this position.
















With our roots in Boise, ID, we’ve grown into a remote company with employees located across the United States. We’re a team focused on hard work, humility, and transparency. We believe in the power of community and the magic of friendship that created KCL so, for us, everything we do is people-first.

KCL values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. KCL is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. By completing that application process, someone from our organization will reach out to you to learn more.

KCL participates in E-Verify:Notice of Participation in E-Verify (Notice in Spanish);Notice of Right To Work: E-Verify (Notice in Spanish)
"
Data Analyst,Microsoft,"Illinois, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007893986?position=29&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=cRsZcMd1xZpOy%2FU1XOErUw%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Business Insights Analyst (Remote),The Krazy Coupon Lady,"Pennsylvania, United States",https://www.linkedin.com/jobs/view/business-insights-analyst-remote-at-the-krazy-coupon-lady-4007890113?position=30&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=qtdtvVJ4D2%2FQSPE1qNSSjQ%3D%3D&trk=public_jobs_jserp-result_search-card,"The Krazy Coupon Lady (KCL) is a female-founder-owned publisher on a mission to be a shopping non-negotiable, unapologetically helping our readers maximize their money, and seize the deal. Our team of shopping experts curates and hand-tests nearly a thousand deals per week, so there is always something new to discover each time you visit our website, app, and your inbox.

All team-wide meetings are scheduled to be inclusive of U.S. time zones.

KCL is building an industry-leading data ecosystem that drives insight generation and operational efficiencies. We are looking for a hands-on, motivated analyst to join our team. You’ll play a key role in enabling data-driven decision-making across the organization by providing insights, dashboards and regular performance updates.

As a Business Insights Analyst, you will work closely with stakeholders across KCL to turn our data into actionable insights. Leveraging tools and skills like SQL, Looker, and Google Sheets, you will transform complex data into concise and clear takeaways. Strong storytelling and communication skills are a must. Our ideal candidate must have a passion for supporting teams, solving business problems using data, and making complex, technical ideas accessible.

With several daily reports due before noon Mountain Time each day, an early start, no later than 7am MT is required for this position.
















With our roots in Boise, ID, we’ve grown into a remote company with employees located across the United States. We’re a team focused on hard work, humility, and transparency. We believe in the power of community and the magic of friendship that created KCL so, for us, everything we do is people-first.

KCL values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. KCL is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. By completing that application process, someone from our organization will reach out to you to learn more.

KCL participates in E-Verify:Notice of Participation in E-Verify (Notice in Spanish);Notice of Right To Work: E-Verify (Notice in Spanish)
"
Business Insights Analyst (Remote),The Krazy Coupon Lady,"Georgia, United States",https://www.linkedin.com/jobs/view/business-insights-analyst-remote-at-the-krazy-coupon-lady-4007885838?position=31&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=Qvikfct5FKs0fOmSjIaZtg%3D%3D&trk=public_jobs_jserp-result_search-card,"The Krazy Coupon Lady (KCL) is a female-founder-owned publisher on a mission to be a shopping non-negotiable, unapologetically helping our readers maximize their money, and seize the deal. Our team of shopping experts curates and hand-tests nearly a thousand deals per week, so there is always something new to discover each time you visit our website, app, and your inbox.

All team-wide meetings are scheduled to be inclusive of U.S. time zones.

KCL is building an industry-leading data ecosystem that drives insight generation and operational efficiencies. We are looking for a hands-on, motivated analyst to join our team. You’ll play a key role in enabling data-driven decision-making across the organization by providing insights, dashboards and regular performance updates.

As a Business Insights Analyst, you will work closely with stakeholders across KCL to turn our data into actionable insights. Leveraging tools and skills like SQL, Looker, and Google Sheets, you will transform complex data into concise and clear takeaways. Strong storytelling and communication skills are a must. Our ideal candidate must have a passion for supporting teams, solving business problems using data, and making complex, technical ideas accessible.

With several daily reports due before noon Mountain Time each day, an early start, no later than 7am MT is required for this position.
















With our roots in Boise, ID, we’ve grown into a remote company with employees located across the United States. We’re a team focused on hard work, humility, and transparency. We believe in the power of community and the magic of friendship that created KCL so, for us, everything we do is people-first.

KCL values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. KCL is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. By completing that application process, someone from our organization will reach out to you to learn more.

KCL participates in E-Verify:Notice of Participation in E-Verify (Notice in Spanish);Notice of Right To Work: E-Verify (Notice in Spanish)
"
Data Analyst,Microsoft,"Colorado, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007893971?position=32&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=5nou9GZvxADHEhZsRQm5ag%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Business Insights Analyst (Remote),The Krazy Coupon Lady,"Wisconsin, United States",https://www.linkedin.com/jobs/view/business-insights-analyst-remote-at-the-krazy-coupon-lady-4007889209?position=33&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=TxoboFF5en4r7uBaQgjH2g%3D%3D&trk=public_jobs_jserp-result_search-card,"The Krazy Coupon Lady (KCL) is a female-founder-owned publisher on a mission to be a shopping non-negotiable, unapologetically helping our readers maximize their money, and seize the deal. Our team of shopping experts curates and hand-tests nearly a thousand deals per week, so there is always something new to discover each time you visit our website, app, and your inbox.

All team-wide meetings are scheduled to be inclusive of U.S. time zones.

KCL is building an industry-leading data ecosystem that drives insight generation and operational efficiencies. We are looking for a hands-on, motivated analyst to join our team. You’ll play a key role in enabling data-driven decision-making across the organization by providing insights, dashboards and regular performance updates.

As a Business Insights Analyst, you will work closely with stakeholders across KCL to turn our data into actionable insights. Leveraging tools and skills like SQL, Looker, and Google Sheets, you will transform complex data into concise and clear takeaways. Strong storytelling and communication skills are a must. Our ideal candidate must have a passion for supporting teams, solving business problems using data, and making complex, technical ideas accessible.

With several daily reports due before noon Mountain Time each day, an early start, no later than 7am MT is required for this position.
















With our roots in Boise, ID, we’ve grown into a remote company with employees located across the United States. We’re a team focused on hard work, humility, and transparency. We believe in the power of community and the magic of friendship that created KCL so, for us, everything we do is people-first.

KCL values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. KCL is an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. By completing that application process, someone from our organization will reach out to you to learn more.

KCL participates in E-Verify:Notice of Participation in E-Verify (Notice in Spanish);Notice of Right To Work: E-Verify (Notice in Spanish)
"
Data Analyst,Microsoft,"South Carolina, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007894884?position=34&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=7ghGHRRw3AO8%2BG0tkSJXnQ%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
